token,chunk_name,chunk_path,chunk_size,offset_decimal,offset_hex,context
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207029,0x30EF75,dv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_L.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.WalkStop_RMCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_WalkStop_R.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avata
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207066,0x30EF9A,BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_L.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.WalkStop_RMCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_WalkStop_R.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Ad
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207121,0x30EFD1,ni_WalkStop_L.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.WalkStop_RMCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_WalkStop_R.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.Ru
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207316,0x30F094,Avatar_Lady_Adv_Ani_WalkStop_R.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_LKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_L.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Ani
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207353,0x30F0B9,aracters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_LKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_L.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Ru
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207407,0x30F0EF,dv_Ani_StandBy.fbxZCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_LKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_L.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Anima
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207444,0x30F114,BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_LKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_L.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207499,0x30F14B,ni_WalkStop_R.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_StandBy.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_LKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_L.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_RKCharact
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207686,0x30F206,/Lady/Avatar_Lady_Adv_Ani_Run_BS_L.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_RKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_R.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207723,0x30F22B,xFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_RKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_R.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207775,0x30F25F,Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_RKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_R.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207812,0x30F284,r/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_RKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_R.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3207863,0x30F2B7,_Adv_Ani_Run_BS_L.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.Run_BS_RKCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run_BS_R.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/A
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208050,0x30F372,/Lady/Avatar_Lady_Adv_Ani_Run_BS_R.fbxFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208087,0x30F397,xFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop_LLCharacters/Avatar/00_Common/Animat
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208139,0x30F3CB,Lady_Adv_Ani_Run.fbxXCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop_LLCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_RunStop_L.fbxJCharacter
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208176,0x30F3F0,r/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop_LLCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_RunStop_L.fbxJCharacters/Avatar/00_Common/Animation/Lady/Ava
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208227,0x30F423,_Adv_Ani_Run_BS_R.fbxSCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx.......NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop_LLCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_RunStop_L.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxYCharacters/Avatar/Blac
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208334,0x30F48E,.....NPC_Avatar_Lady_BlackSwan_00.RunFCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop_LLCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_RunStop_L.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxYCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_RunStop_L.fbxWCharacters/Avatar/BlackSwan/Avatar_00/A
BlackSwan,5060c8bc1e02bacbbe300713875cd19c.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\5060c8bc1e02bacbbe300713875cd19c.bytes,25587217,3208371,0x30F4B3,FCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_Run.fbx.SCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_Run.fbx........NPC_Avatar_Lady_BlackSwan_00.RunStop_LLCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_RunStop_L.fbxJCharacters/Avatar/00_Common/Animation/Lady/Avatar_Lady_Adv_Ani_StandBy.fbxYCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_RunStop_L.fbxWCharacters/Avatar/BlackSwan/Avatar_00/Animation/Avatar_BlackSwan_00_Adv_Ani_
