section,config_path,pattern_type,chunk_name,chunk_path,chunk_size,offset_decimal,offset_hex,text_context,hex_context
GlobalModifierConfig,Config/ConfigGlobalModifier/GlobalModifier.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,4221972,0x406C14,aboration/Fate/IconDeBuff_Fate_Lancer01.png..............?........NMActivity_FateHougu_Zelretch_GlobalModifier_SpareDamage_ListenAttack_FORDELETE.............................^KSpriteOutput/Buf,61 6E 63 65 72 30 31 2E 70 6E 67 00 C0 FA E8 F8 04 91 98 E4 F7 B0 FF A7 C2 3F 00 00 FF 0C BD E8 88 1E 4E 4D 41 63 74 69 76 69 74 79 5F 46 61 74 65 48 6F 75 67 75 5F 5A 65 6C 72 65 74 63 68 5F 47 6C 6F 62 61 6C 4D 6F 64 69 66 69 65 72 5F 53 70 61 72 65 44 61 6D 61 67 65 5F 4C 69 73 74 65 6E 41 74 74 61 63 6B 5F 46 4F 52 44 45 4C 45 54 45 A3 AA D7 FC 03 AF 8B FB CA E5 B7 E0 8E 8B 01
GlobalModifierConfig,Config/ConfigGlobalModifier/GlobalModifier.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,4230483,0x408D53,put/BuffIcon/Inlevel/IconBuffHPBoost.png...MDF_PropertyValue.......=MActivity_FateHougu_RhoAias_GlobalModifier_TotalCount_ForShow............................aKSpriteOutput/BuffIcon/Inlevel/Col,6F 6F 73 74 2E 70 6E 67 00 02 11 4D 44 46 5F 50 72 6F 70 65 72 74 79 56 61 6C 75 65 00 FF 0C F3 E8 88 1E 3D 4D 41 63 74 69 76 69 74 79 5F 46 61 74 65 48 6F 75 67 75 5F 52 68 6F 41 69 61 73 5F 47 6C 6F 62 61 6C 4D 6F 64 69 66 69 65 72 5F 54 6F 74 61 6C 43 6F 75 6E 74 5F 46 6F 72 53 68 6F 77 D2 F1 D2 D7 01 CC 83 89 CE BC B1 E3 B7 07 06 B1 C8 E9 C2 0A CA A3 8C B2 B7 E4 DE C0 61 4B 53
GlobalModifierConfig,Config/ConfigGlobalModifier/GlobalModifier.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,19237536,0x1258AA0,utput/BuffIcon/Inlevel/IconBuffCriticalDamage.png..._CriticalDamage.......4MGridFight_Equipment_GlobalModifiers_Normal_WeakReal...............................MSpriteOutput/GridFight/BattleIcon,72 69 74 69 63 61 6C 44 61 6D 61 67 65 2E 70 6E 67 00 02 0F 5F 43 72 69 74 69 63 61 6C 44 61 6D 61 67 65 00 FF 0F AA CC 88 1E 34 4D 47 72 69 64 46 69 67 68 74 5F 45 71 75 69 70 6D 65 6E 74 5F 47 6C 6F 62 61 6C 4D 6F 64 69 66 69 65 72 73 5F 4E 6F 72 6D 61 6C 5F 57 65 61 6B 52 65 61 6C E6 D6 EB B3 0F F8 89 D7 84 AC 91 B8 F5 C8 01 04 D2 98 AF 99 03 F0 8E CA 8C C6 97 B3 D3 CC 01 4D 53
GlobalModifierConfig,Config/ConfigGlobalModifier/GlobalModifier.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,19242229,0x1259CF5,BuffIcon/Icon_GridFight_ReduceInjuries.png...................#ADF_4.......7MGridFight_Equipment_GlobalModifiers_Normal_FatigueReal.............`................6SpriteOutput/BuffIcon/Inlevel/I,6A 75 72 69 65 73 2E 70 6E 67 00 8E A9 F0 FE 03 B8 D6 AB D4 FF A7 DC C7 E2 01 01 02 06 23 41 44 46 5F 34 00 FF 0F BA CC 88 1E 37 4D 47 72 69 64 46 69 67 68 74 5F 45 71 75 69 70 6D 65 6E 74 5F 47 6C 6F 62 61 6C 4D 6F 64 69 66 69 65 72 73 5F 4E 6F 72 6D 61 6C 5F 46 61 74 69 67 75 65 52 65 61 6C 88 A9 A7 DE 03 8E EA EA DA A2 90 F0 C0 60 04 8B 95 95 BC 08 C5 AE BC E2 F5 D2 FD F5 D0 01
GlobalModifierConfig,Config/ConfigGlobalModifier/GlobalModifier.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,19355690,0x127582A,BuffDamageTakenRatioElement.png...................MDF_PropertyValue.......3MGridFight_Equipment_GlobalModifiers_Super_WeakReal............................./MSpriteOutput/GridFight/BattleIcon/B,C8 8C C9 F0 02 8A BC B8 8C BC C2 BF 81 F1 01 01 02 11 4D 44 46 5F 50 72 6F 70 65 72 74 79 56 61 6C 75 65 00 FF 0D D6 CD 88 1E 33 4D 47 72 69 64 46 69 67 68 74 5F 45 71 75 69 70 6D 65 6E 74 5F 47 6C 6F 62 61 6C 4D 6F 64 69 66 69 65 72 73 5F 53 75 70 65 72 5F 57 65 61 6B 52 65 61 6C 8E BA C1 DF 09 A8 C5 BD E6 B7 EA BB AB 9A 01 04 E2 C5 F3 EE 0E F6 DE AB B8 BE DC CF 8E 2F 4D 53 70 72
GlobalModifierConfig,Config/ConfigGlobalModifier/GlobalModifier.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,19355879,0x12758E7,n/BuffIcon/Icon_GridFight_WeakenToughness.png..............?..MDF_1.......6MGridFight_Equipment_GlobalModifiers_Super_FatigueReal.............................6SpriteOutput/BuffIcon/Inlevel/Ico,54 6F 75 67 68 6E 65 73 73 2E 70 6E 67 00 99 FD 86 D6 04 B1 E0 B0 B5 8F D5 82 D1 3F 02 05 4D 44 46 5F 31 00 FF 0D D7 CD 88 1E 36 4D 47 72 69 64 46 69 67 68 74 5F 45 71 75 69 70 6D 65 6E 74 5F 47 6C 6F 62 61 6C 4D 6F 64 69 66 69 65 72 73 5F 53 75 70 65 72 5F 46 61 74 69 67 75 65 52 65 61 6C 8C BA C1 DF 09 E6 85 B9 9E A5 C6 D3 90 CE 01 04 E0 C5 F3 EE 0E A9 AE 88 9A D1 C8 A6 06 36 53
ComplexSkillAIGlobalGroupConfig,Config/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_ComplexSkillAI.json,full_path_utf8,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,226743,0x375B7,.C..C..C..C....OConfig/ConfigCharacter/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_Config.jsonjConfig/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_ComplexSk,72 61 63 74 65 72 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72 5F 41 64 76 61 6E 63 65 64 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 43 6F 6E 66 69 67 2E 6A 73 6F 6E 6A 43 6F 6E 66 69 67 2F 43 6F 6E 66 69 67 41 49 2F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 47 6C 6F 62 61 6C 47 72 6F 75 70 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72
ComplexSkillAIGlobalGroupConfig,Config/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_ComplexSkillAI.json,file_name,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,226801,0x375F1,tar_Advanced_BlackSwan_00_Config.jsonjConfig/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_ComplexSkillAI.json.....<...E..E..E..E..E..E...E..E..E..E..E..E....,2E 6A 73 6F 6E 6A 43 6F 6E 66 69 67 2F 43 6F 6E 66 69 67 41 49 2F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 47 6C 6F 62 61 6C 47 72 6F 75 70 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72 5F 41 64 76 61 6E 63 65 64 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 2E 6A 73 6F 6E 80 80 80 80 80 3C 0C CD 81 45 CE 81 45 CF 81 45
ComplexSkillAIGlobalGroupConfig,Config/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_ComplexSkillAI.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,226801,0x375F1,tar_Advanced_BlackSwan_00_Config.jsonjConfig/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_BlackSwan_00_ComplexSkillAI.json.....<...E..E..E..E..E..E...E..E..E..E..E..E....,2E 6A 73 6F 6E 6A 43 6F 6E 66 69 67 2F 43 6F 6E 66 69 67 41 49 2F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 47 6C 6F 62 61 6C 47 72 6F 75 70 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72 5F 41 64 76 61 6E 63 65 64 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 2E 6A 73 6F 6E 80 80 80 80 80 3C 0C CD 81 45 CE 81 45 CF 81 45
ComplexSkillAIGlobalGroupConfig,Config/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_Huohuo_00_ComplexSkillAI.json,full_path_utf8,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,227433,0x37869,.C..C..C..C..C....LConfig/ConfigCharacter/Avatar/Advanced/Avatar_Advanced_Huohuo_00_Config.jsongConfig/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_Huohuo_00_ComplexSkill,43 68 61 72 61 63 74 65 72 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72 5F 41 64 76 61 6E 63 65 64 5F 48 75 6F 68 75 6F 5F 30 30 5F 43 6F 6E 66 69 67 2E 6A 73 6F 6E 67 43 6F 6E 66 69 67 2F 43 6F 6E 66 69 67 41 49 2F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 47 6C 6F 62 61 6C 47 72 6F 75 70 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72
ComplexSkillAIGlobalGroupConfig,Config/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_Huohuo_00_ComplexSkillAI.json,file_name,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,227491,0x378A3,Avatar_Advanced_Huohuo_00_Config.jsongConfig/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_Huohuo_00_ComplexSkillAI.json.....F...D..D..D..D..D..D...D..D..D..D..D..D....ICo,2E 6A 73 6F 6E 67 43 6F 6E 66 69 67 2F 43 6F 6E 66 69 67 41 49 2F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 47 6C 6F 62 61 6C 47 72 6F 75 70 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72 5F 41 64 76 61 6E 63 65 64 5F 48 75 6F 68 75 6F 5F 30 30 5F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 2E 6A 73 6F 6E 80 80 80 80 80 46 0C A5 BB 44 A6 BB 44 A7 BB 44 A8 BB 44
ComplexSkillAIGlobalGroupConfig,Config/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_Huohuo_00_ComplexSkillAI.json,file_stem,9e6e90bbead9c7873c31e4a8e644f1c9.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\9e6e90bbead9c7873c31e4a8e644f1c9.bytes,19440218,227491,0x378A3,Avatar_Advanced_Huohuo_00_Config.jsongConfig/ConfigAI/ComplexSkillAIGlobalGroup/Avatar/Advanced/Avatar_Advanced_Huohuo_00_ComplexSkillAI.json.....F...D..D..D..D..D..D...D..D..D..D..D..D....ICo,2E 6A 73 6F 6E 67 43 6F 6E 66 69 67 2F 43 6F 6E 66 69 67 41 49 2F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 47 6C 6F 62 61 6C 47 72 6F 75 70 2F 41 76 61 74 61 72 2F 41 64 76 61 6E 63 65 64 2F 41 76 61 74 61 72 5F 41 64 76 61 6E 63 65 64 5F 48 75 6F 68 75 6F 5F 30 30 5F 43 6F 6D 70 6C 65 78 53 6B 69 6C 6C 41 49 2E 6A 73 6F 6E 80 80 80 80 80 46 0C A5 BB 44 A6 BB 44 A7 BB 44 A8 BB 44
