token,chunk_name,chunk_path,chunk_size,offset_decimal,offset_hex,context
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11505962,0xAF912A,.........................@........Rank06_Weighted_Stack_Layer..............@...Rank06_Weighted_Stack_Layer1........ParamEntity..MAvatar_BlackSwan_00_DOT......................................Basic_DamagePercentage.............ExtraLayer_DamagePercentage.............SecondLayer.............Spread_DamagePercentage.............ThirdLayer.............DefenceIgnore.............Cast_By_Level.................@..._can_continue......ParamEntity..Hit.........ParamEntity[Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11507252,0xAF9634,...........................@........Rank06_Weighted_Stack_Layer..............@...Rank06_Weighted_Stack_Layer1.. ...ParamEntity..MAvatar_BlackSwan_00_DOT......................................Basic_DamagePercentage.............ExtraLayer_DamagePercentage.............SecondLayer.............Spread_DamagePercentage.............ThirdLayer.............DefenceIgnore.............Cast_By_Level....L>1....Caster.)M_BlackSwan_00_SkillTree02_AddDotOnCreate.......d..M_BlackSwan_Tree02_AddDOTFlag....................................@........R
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11507749,0xAF9825,.........................@........Rank06_Weighted_Stack_Layer..............@...Rank06_Weighted_Stack_Layer1........ParamEntity..MAvatar_BlackSwan_00_DOT......................................Basic_DamagePercentage.............ExtraLayer_DamagePercentage.............SecondLayer.............Spread_DamagePercentage.............ThirdLayer.............DefenceIgnore.............Cast_By_Level....L>...|...ParamEntity.-M_BlackSwan_Tree02_ListenAddPoison_SubOnEnemy.._count.....@.......ModifierOwnerEntity..M_BlackSwan_Tree02_AddDOTFlag)M_
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11508358,0xAF9A86,...........................@........Rank06_Weighted_Stack_Layer..............@...Rank06_Weighted_Stack_Layer1.. ...ParamEntity..MAvatar_BlackSwan_00_DOT......................................Basic_DamagePercentage.............ExtraLayer_DamagePercentage.............SecondLayer.............Spread_DamagePercentage.............ThirdLayer.............DefenceIgnore.............Cast_By_Level....L>-M_BlackSwan_Tree02_ListenAddPoison_SubOnEnemy...............@...................|................._count.:....4........_count.............
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11509799,0xAFA027,............................MDF_PropertyRatio......ModifierOwnerEntityX...............Avatar_BlackSwan_00_Rank01...1....Caster..MAvatar_BlackSwan_00_Rank01..MAvatar_BlackSwan_00_Rank01......r..........ParamEntity..1.@...ParamEntity.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue..................1.@...AllEnemy.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue............&MAvatar_BlackSwan_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEnt
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11509828,0xAFA044,DF_PropertyRatio......ModifierOwnerEntityX...............Avatar_BlackSwan_00_Rank01...1....Caster..MAvatar_BlackSwan_00_Rank01..MAvatar_BlackSwan_00_Rank01......r..........ParamEntity..1.@...ParamEntity.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue..................1.@...AllEnemy.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue............&MAvatar_BlackSwan_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11509904,0xAFA090,_Rank01...1....Caster..MAvatar_BlackSwan_00_Rank01..MAvatar_BlackSwan_00_Rank01......r..........ParamEntity..1.@...ParamEntity.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue..................1.@...AllEnemy.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue............&MAvatar_BlackSwan_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT_Enhance.1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistan
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11509995,0xAFA0EB,.....ParamEntity..1.@...ParamEntity.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue..................1.@...AllEnemy.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue............&MAvatar_BlackSwan_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT_Enhance.1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510065,0xAFA131,Enemy..MDF_PropertyValue..................1.@...AllEnemy.&MAvatar_BlackSwan_00_Rank01_SubOnEnemy..MDF_PropertyValue............&MAvatar_BlackSwan_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT_Enhance.1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue............1.@...ModifierOw
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510157,0xAFA18D,nemy..MDF_PropertyValue............&MAvatar_BlackSwan_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT_Enhance.1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue............1.@.
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510208,0xAFA1C0,an_00_Rank01_SubOnEnemy........................4........ModifierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT_Enhance.1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510268,0xAFA1FC,fierOwnerEntity..MAvatar_BlackSwan_00_DOT......ModifierOwnerEntity. MAvatar_BlackSwan_00_DOT_Enhance.1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue....................
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510372,0xAFA264,...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_Pr
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510480,0xAFA2D0,odifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510584,0xAFA338,...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue............1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwner
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510722,0xAFA3C2,ackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEnt
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510857,0xAFA449,_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity..MAvatar_BlackSwan_00
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11510996,0xAFA4D4,ckSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown......ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown......ModifierOwnerEntity..MAvatar_B
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511131,0xAFA55B,_BlackSwan_00_Rank01_FireResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity...1.@...ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown......ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown......ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown......ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown.:..........ModifierOw
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511241,0xAFA5C9,ifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown..MDF_PropertyValue.....................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown......ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown......ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown......ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown.:..........ModifierOwnerEntity.............ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown.....................
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511314,0xAFA612,PropertyValue.....................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown......ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown......ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown......ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown.:..........ModifierOwnerEntity.............ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown............................1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResista
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511391,0xAFA65F,ank01_WindResistanceDown......ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown......ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown......ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown.:..........ModifierOwnerEntity.............ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown............................1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue...................ModifierOwnerEntity..MAvatar_Bla
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511464,0xAFA6A8,ank01_PhysicalResistanceDown......ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_FireResistanceDown......ModifierOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown.:..........ModifierOwnerEntity.............ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown............................1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue...................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown.........ModifierOwnerEntity..........
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511578,0xAFA71A,rOwnerEntity.1MAvatar_BlackSwan_00_Rank01_ThunderResistanceDown.:..........ModifierOwnerEntity.............ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown............................1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue...................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown.........ModifierOwnerEntity.............ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown............................1.@...Modifi
MAvatar_BlackSwan_00,8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,D:\StarRail_4.4.53\StarRail_Data\Persistent\DesignData\Windows\8625dd99e13b0dfe6b45f47f9bfe3e36.bytes,125829538,11511679,0xAFA77F,......ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown............................1.@...ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown..MDF_PropertyValue...................ModifierOwnerEntity..MAvatar_BlackSwan_00_Rank01_WindResistanceDown.........ModifierOwnerEntity.............ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown............................1.@...ModifierOwnerEntity.2MAvatar_BlackSwan_00_Rank01_PhysicalResistanceDown..MDF_PropertyValue.................
