"FileName","Length","String"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","LSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1506.pngPSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_1506.pngOSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1506_Bg.pngSSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_1506_Bg.png'SpriteOutput/AvatarIcon/Avatar/1506.pngLSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1506.png{UI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264026/UI3D_DiceCombat_Skill_264026_Player.prefabzUI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264026/UI3D_DiceCombat_Skill_264026_Enemy.prefab"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Attack"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","1Ev_vo_avatar_addtoteam_tokafka_silverwolflv999_01OConfig/Gameplays/LittleGame/DiceCombat/DiceCombatSkill_NormalAttack_264026.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","LSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1308.pngPSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_1308.pngOSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1308_Bg.pngSSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_1308_Bg.png'SpriteOutput/AvatarIcon/Avatar/1308.pngLSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1308.png{UI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264013/UI3D_DiceCombat_Skill_264013_Player.prefabzUI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264013/UI3D_DiceCombat_Skill_264013_Enemy.prefab"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Attack"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","OConfig/Gameplays/LittleGame/DiceCombat/DiceCombatSkill_NormalAttack_264013.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","LSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1304.pngPSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_1304.pngOSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1304_Bg.pngSSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_1304_Bg.png'SpriteOutput/AvatarIcon/Avatar/1304.pngLSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_1304.png{UI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264018/UI3D_DiceCombat_Skill_264018_Player.prefabzUI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264018/UI3D_DiceCombat_Skill_264018_Enemy.prefab"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Attack"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","OConfig/Gameplays/LittleGame/DiceCombat/DiceCombatSkill_NormalAttack_264018.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","LSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_8009.pngPSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_8009.pngOSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_8009_Bg.pngSSpriteOutput/Quest/DiceCombat/UI3DAvatarCard/DiceCombatAvatarCardFigure_8009_Bg.png'SpriteOutput/AvatarIcon/Avatar/8009.pngLSpriteOutput/Quest/DiceCombat/AvatarCard/DiceCombatAvatarCardFigure_8009.png{UI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264028/UI3D_DiceCombat_Skill_264028_Player.prefabzUI/UI3D/DiceCombat/_dependencies/Effect/AvatarSkill/UI3D_DiceCombat_Skill_264028/UI3D_DiceCombat_Skill_264028_Enemy.prefab"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Attack"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","-Ev_vo_avatar_growth_trace_unlock_playerboy_hyOConfig/Gameplays/LittleGame/DiceCombat/DiceCombatSkill_NormalAttack_264028.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","USpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Normal_Dice2.pngUSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Normal_Dice2.pngUSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Normal_Dice3.pngUSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Normal_Dice4.png^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Normal_Dice2.png^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Normal_Dice2.png^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Normal_Dice3.png^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Normal_Dice4.pngKUI/UI3D/DiceCombat/_dependencies/Material/UI3D_DiceCombat_Normal_Card01.matKUI/UI3D/DiceCombat/_dependencies/Material/UI3D_DiceCombat_Normal_Card02.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","SSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Gold_Dice2.pngSSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Gold_Dice2.pngSSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Gold_Dice3.pngSSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Gold_Dice4.png\SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Gold_Dice2.png\SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Gold_Dice2.png\SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Gold_Dice3.png\SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Gold_Dice4.pngIUI/UI3D/DiceCombat/_dependencies/Material/UI3D_DiceCombat_Gold_Card01.matIUI/UI3D/DiceCombat/_dependencies/Material/UI3D_DiceCombat_Gold_Card02.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","TSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Color_Dice2.pngTSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Color_Dice2.pngTSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Color_Dice3.pngTSpriteOutput/Quest/DiceCombat/AvatarCard/Frame/DiceCombatCardItemBig_Color_Dice4.png^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Color_Dice02.tga^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Color_Dice02.tga^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Color_Dice03.tga^SpriteOutput/Quest/DiceCombat/UI3DAvatarCard/Frame/DiceCombatCardItemBig_UI3D_Color_Dice04.tgaJUI/UI3D/DiceCombat/_dependencies/Material/UI3D_DiceCombat_Color_Card01.matJUI/UI3D/DiceCombat/_dependencies/Material/UI3D_DiceCombat_Color_Card02.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","[;SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","`;SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","a;SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","b;SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Julian.png%SpriteOutput/AvatarIcon/NPC/11302.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png\SpriteOutput/Quest/DiceCombat/MainEntranceAvatarImg/DiceCombatMainEntranceBtnPVEAvatar05.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264405.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264407.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264408.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","cccccc"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264410.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264417.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264421.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264405.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264406.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264407.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264408.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264410.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264417.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264421.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264423.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264424.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264425.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264428.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264424.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264423.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","MConfig/Gameplays/LittleGame/DiceCombat/ColorfulDiceSkillCondition_264428.json"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Gote_DiceID_Level_1"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Gote_DiceID_Level_2"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Gote_DiceID_Level_3"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Dust_ItemID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_AvatarRepeat_RarityDustMap"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_DiceRepeat_RarityDustMap"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587"," Dice_AvatarUpgrade_RarityDustMap"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_MatchTimeOutAI"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_AI_RandomMatchTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_MatchTimeOut"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_Competitive_Rank"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_Match_Rank_Max_Diff"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_NPC_Common_Icon_Path"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",">SpriteOutput/AvatarRoundIcon/UI_Message_Contacts_Anonymous.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Activity_ID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Icon_Path_Rare_1"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",">SpriteOutput/Quest/DiceCombat/DiceCombatCardDiceItemLevel1.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Icon_Path_Rare_2"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",">SpriteOutput/Quest/DiceCombat/DiceCombatCardDiceItemLevel2.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Icon_Path_Rare_3"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",">SpriteOutput/Quest/DiceCombat/DiceCombatCardDiceItemLevel3.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Icon_Path_Rare_4"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",">SpriteOutput/Quest/DiceCombat/DiceCombatCardDiceItemLevel4.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_BOSS_Progress_List"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Normal_Progress_List"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_Rank_Max_Level"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587"," Dice_PVP_Communicate_Remain_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_Communicate_Cold_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Num_Material"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","BUI/UI3D/DiceCombat/_dependencies/DiceModel/DiceCombatDice_Face.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Num_Dark_Material"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","GUI/UI3D/DiceCombat/_dependencies/DiceModel/DiceCombatDice_Face_Dark.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_AtmosProp"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","!UI3D_DiceCombatGamePlay_AtmosProp"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_AtmosProp_Activity"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","*UI3D_DiceCombatGamePlay_AtmosProp_Activity"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Avatar_MaxLevelMap"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_DiceMaxRare"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_CardMaxRare"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Outline_Icon_Path_Rare_1"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","@SpriteOutput/Quest/DiceCombat/DiceCombatDiceItemOutlineType1.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Outline_Icon_Path_Rare_2"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","@SpriteOutput/Quest/DiceCombat/DiceCombatDiceItemOutlineType2.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Outline_Icon_Path_Rare_3"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","@SpriteOutput/Quest/DiceCombat/DiceCombatDiceItemOutlineType3.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Outline_Icon_Path_Rare_4"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","@SpriteOutput/Quest/DiceCombat/DiceCombatDiceItemOutlineType4.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","%Dice_AvatarUpgrade_LevelRarityDustMap"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Change_Premission_ItemID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_PVP_UnlockSubMission"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Selected_Material_Player"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","FUI/UI3D/DiceCombat/_dependencies/DiceModel/DiceCombatDice_Selected.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Selected_Material_Enemy"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","IUI/UI3D/DiceCombat/_dependencies/DiceModel/DiceCombatDice_Selected_02.mat"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_AILevelMap"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","!ForceRefreshNetworkDelayThreshold"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","LoadingWaitTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","CoinPerformanceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","TurnPrepareToastTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","EnterRollStateToastTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","WeatherPerformanceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","BeforeCombatPerformanceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","AfterCombatPerformanceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587"," Dice_Combat_Offering_Reward_Card"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","&Dice_Combat_Offering_Reward_Card_Level"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_OfferingTypeID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","""Dice_Combat_Prepare_Hint_Button_CD"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_Dice_Effect"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_OverTime_AIGroup"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","#Dice_Combat_AI_ColorfulDiceInitProb"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","#Dice_Combat_AI_ColorfulDiceStepProb"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","$Dice_Combat_CountDown_StartHintValue"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_Huge_Damage_Value"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","'Dice_Combat_OverTurn_SpecialRuleGroupID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_OverTurn_Value"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","""Dice_Combat_OptionalReward_QuestID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_ChapterID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","!Dice_Combat_PVP_Player_Round_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_Dice_Collapse_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","333333"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",";Dice_Combat_Dice_Collapse_With_Defender_Additive_Point_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","333333"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_PVP_Auto_Exit_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","#Dice_Combat_PVE_FakeReply_EmojiList"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_PVE_FakeReply_Delay"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","333333"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587"," Dice_Combat_PVP_Elo_DefaultScore"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_PVP_Elo_K"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_PVP_Elo_D"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_Main_Page_DiceList"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",")Dice_Combat_Main_Page_Dice_Cool_Down_Time"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","-Dice_Combat_NPCEntrancePage_Normal_TitleImage"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","1SpriteOutput/TabIcon/Activity/DiceCombatIcon2.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","/Dice_Combat_NPCEntrancePage_Campaign_TitleImage"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","0SpriteOutput/TabIcon/Activity/DiceCombatIcon.png"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_PVP_Entrance_ID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","Dice_Combat_Heal_EffectID"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",".Dice_Combat_Billboard_And_Option_PreSubMission"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","DiceCombatV2_PVPRollDiceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","DiceCombatV2_PVPSwapDiceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","$DiceCombatV2_SwapDicePerformanceTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","#DiceCombatV2_SwapDiceStateToastTime"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","'DiceCombatV2_BossChangePhaseAbilityName"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","BossChangePhase"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587",")DiceCombatV2_ChallengerRevivalAbilityName"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","ChallengerRevival"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","DiceV2_PVP_UnlockSubMission"
"1f0ec04a11f323b36c8369cbf0c905e1.bytes","224587","DiceV2_PVP_MatchTimeOutAI"
